Nome: PALMAS;;;;;;
Codigo Estacao: A009;;;;;;
Latitude: -10.14777777;;;;;;
Longitude: -48.31444444;;;;;;
Altitude: 267;;;;;;
Situacao: Operante;;;;;;
Data Inicial: 2020-01-01;;;;;;
Data Final: 2023-12-31;;;;;;
Periodicidade da Medicao: Horaria;;;;;;
;;;;;;
Data Medicao;Hora Medicao;RADIACAO GLOBAL(Kj/m²);;;;
02/12/2022;0;-3,6;;;;
02/12/2022;100;-3,6;;;;
02/12/2022;200;-3,6;;;;
02/12/2022;300;-3;;;;
02/12/2022;400;-2,5;;;;
02/12/2022;500;-2,6;;;;
02/12/2022;600;-3,3;;;;
02/12/2022;700;-3,6;;;;
02/12/2022;800;-3,5;;;;
02/12/2022;900;4,9;;;;
02/12/2022;1000;276,2;;;;
02/12/2022;1100;565,1;;;;
02/12/2022;1200;1343,3;;;;
02/12/2022;1300;2125,5;;;;
02/12/2022;1400;2562,8;;;;
02/12/2022;1500;2448,7;;;;
02/12/2022;1600;2460,3;;;;
02/12/2022;1700;1047;;;;
02/12/2022;1800;795,5;;;;
02/12/2022;1900;736,9;;;;
02/12/2022;2000;90,5;;;;
02/12/2022;2100;61,2;;;;
02/12/2022;2200;8,3;;;;
02/12/2022;2300;-3,5;;;;
03/12/2022;0;-3,4;;;;
03/12/2022;100;-3,4;;;;
03/12/2022;200;-3,2;;;;
03/12/2022;300;-3;;;;
03/12/2022;400;-1,9;;;;
03/12/2022;500;-1,2;;;;
03/12/2022;600;-2,3;;;;
03/12/2022;700;-2;;;;
03/12/2022;800;-2;;;;
03/12/2022;900;2;;;;
03/12/2022;1000;14,4;;;;
03/12/2022;1100;32,6;;;;
03/12/2022;1200;78,5;;;;
03/12/2022;1300;256,4;;;;
03/12/2022;1400;501,6;;;;
03/12/2022;1500;862,5;;;;
03/12/2022;1600;1065,9;;;;
03/12/2022;1700;1126,2;;;;
03/12/2022;1800;2105,9;;;;
03/12/2022;1900;1402,6;;;;
03/12/2022;2000;147,4;;;;
03/12/2022;2100;32,5;;;;
03/12/2022;2200;-2,7;;;;
03/12/2022;2300;-3,6;;;;
04/12/2022;0;-2,9;;;;
04/12/2022;100;-2;;;;
04/12/2022;200;-2;;;;
04/12/2022;300;-0,3;;;;
04/12/2022;400;0,1;;;;
04/12/2022;500;-1,3;;;;
04/12/2022;600;-1,2;;;;
04/12/2022;700;-0,1;;;;
04/12/2022;800;-0,4;;;;
04/12/2022;900;-0,2;;;;
04/12/2022;1000;17,3;;;;
04/12/2022;1100;28,5;;;;
04/12/2022;1200;120,6;;;;
04/12/2022;1300;350;;;;
04/12/2022;1400;546,3;;;;
04/12/2022;1500;753,9;;;;
04/12/2022;1600;781,8;;;;
04/12/2022;1700;1017,6;;;;
04/12/2022;1800;1633,8;;;;
04/12/2022;1900;2570,2;;;;
04/12/2022;2000;1329;;;;
04/12/2022;2100;601,7;;;;
04/12/2022;2200;27,5;;;;
04/12/2022;2300;-3,6;;;;
05/12/2022;0;-3,2;;;;
05/12/2022;100;-2,2;;;;
05/12/2022;200;-3,6;;;;
05/12/2022;300;-3,6;;;;
05/12/2022;400;-2,9;;;;
05/12/2022;500;-3,1;;;;
05/12/2022;600;-2,6;;;;
05/12/2022;700;-2,7;;;;
05/12/2022;800;-3,3;;;;
05/12/2022;900;5,9;;;;
05/12/2022;1000;223;;;;
05/12/2022;1100;1184,6;;;;
05/12/2022;1200;1923;;;;
05/12/2022;1300;2446,3;;;;
05/12/2022;1400;3530,8;;;;
05/12/2022;1500;3606,9;;;;
05/12/2022;1600;3474,7;;;;
05/12/2022;1700;3505;;;;
05/12/2022;1800;2510;;;;
05/12/2022;1900;2252,1;;;;
05/12/2022;2000;1370,3;;;;
05/12/2022;2100;489,2;;;;
05/12/2022;2200;19;;;;
05/12/2022;2300;-3,6;;;;
06/12/2022;0;-3,6;;;;
06/12/2022;100;-3,3;;;;
06/12/2022;200;-3,6;;;;
06/12/2022;300;-3,2;;;;
06/12/2022;400;-3,4;;;;
06/12/2022;500;-3,3;;;;
06/12/2022;600;-3;;;;
06/12/2022;700;-3,5;;;;
06/12/2022;800;-3,5;;;;
06/12/2022;900;11,1;;;;
06/12/2022;1000;241,9;;;;
06/12/2022;1100;864,8;;;;
06/12/2022;1200;1727,8;;;;
06/12/2022;1300;2094,2;;;;
06/12/2022;1400;1023,6;;;;
06/12/2022;1500;4065;;;;
06/12/2022;1600;3759,5;;;;
06/12/2022;1700;3102,7;;;;
06/12/2022;1800;2035,2;;;;
06/12/2022;1900;2211,8;;;;
06/12/2022;2000;900,5;;;;
06/12/2022;2100;264,9;;;;
06/12/2022;2200;15,7;;;;
06/12/2022;2300;-3,6;;;;
07/12/2022;0;-3,6;;;;
07/12/2022;100;-3,6;;;;
07/12/2022;200;-3,3;;;;
07/12/2022;300;-3;;;;
07/12/2022;400;-3,6;;;;
07/12/2022;500;-3,6;;;;
07/12/2022;600;-3,6;;;;
07/12/2022;700;-3,6;;;;
07/12/2022;800;-3,6;;;;
07/12/2022;900;9;;;;
07/12/2022;1000;413,3;;;;
07/12/2022;1100;1332,1;;;;
07/12/2022;1200;2210,4;;;;
07/12/2022;1300;2974,9;;;;
07/12/2022;1400;3196,5;;;;
07/12/2022;1500;3121,6;;;;
07/12/2022;1600;2297;;;;
07/12/2022;1700;2145,6;;;;
07/12/2022;1800;3188,4;;;;
07/12/2022;1900;2423;;;;
07/12/2022;2000;1507,7;;;;
07/12/2022;2100;544,1;;;;
07/12/2022;2200;31,3;;;;
07/12/2022;2300;-3,6;;;;
08/12/2022;0;-3,6;;;;
08/12/2022;100;-3,6;;;;
08/12/2022;200;-3,6;;;;
08/12/2022;300;-3,6;;;;
08/12/2022;400;-3,6;;;;
08/12/2022;500;-3,6;;;;
08/12/2022;600;-2,8;;;;
08/12/2022;700;-1,7;;;;
08/12/2022;800;-3,6;;;;
08/12/2022;900;5,1;;;;
08/12/2022;1000;182;;;;
08/12/2022;1100;549,1;;;;
08/12/2022;1200;816,5;;;;
08/12/2022;1300;1398,1;;;;
08/12/2022;1400;860,1;;;;
08/12/2022;1500;1576,3;;;;
08/12/2022;1600;1441,8;;;;
08/12/2022;1700;1104,2;;;;
08/12/2022;1800;2847,1;;;;
08/12/2022;1900;2273,5;;;;
08/12/2022;2000;1353,2;;;;
08/12/2022;2100;298,9;;;;
08/12/2022;2200;15,8;;;;
08/12/2022;2300;-3,6;;;;
09/12/2022;0;-3,6;;;;
09/12/2022;100;-3,5;;;;
09/12/2022;200;-3,6;;;;
09/12/2022;300;-3,6;;;;
09/12/2022;400;-3,6;;;;
09/12/2022;500;-3,4;;;;
09/12/2022;600;-3,5;;;;
09/12/2022;700;-3,6;;;;
09/12/2022;800;-3,5;;;;
09/12/2022;900;2,1;;;;
09/12/2022;1000;46,5;;;;
09/12/2022;1100;25,3;;;;
09/12/2022;1200;19,7;;;;
09/12/2022;1300;112,8;;;;
09/12/2022;1400;265,1;;;;
09/12/2022;1500;421,3;;;;
09/12/2022;1600;1239;;;;
09/12/2022;1700;1906,5;;;;
09/12/2022;1800;916;;;;
09/12/2022;1900;755,4;;;;
09/12/2022;2000;557,5;;;;
09/12/2022;2100;209,1;;;;
09/12/2022;2200;18,4;;;;
09/12/2022;2300;-3,1;;;;
10/12/2022;0;-3;;;;
10/12/2022;100;-3;;;;
10/12/2022;200;-3,5;;;;
10/12/2022;300;-2,9;;;;
10/12/2022;400;-1,2;;;;
10/12/2022;500;-2,8;;;;
10/12/2022;600;-2,7;;;;
10/12/2022;700;-2,6;;;;
10/12/2022;800;-3,6;;;;
10/12/2022;900;9,5;;;;
10/12/2022;1000;390,4;;;;
10/12/2022;1100;1229,2;;;;
10/12/2022;1200;2110,9;;;;
10/12/2022;1300;2576,6;;;;
10/12/2022;1400;3289,5;;;;
10/12/2022;1500;2838,9;;;;
10/12/2022;1600;2810,2;;;;
10/12/2022;1700;2939,1;;;;
10/12/2022;1800;2420,2;;;;
10/12/2022;1900;1428,3;;;;
10/12/2022;2000;1542,6;;;;
10/12/2022;2100;781,6;;;;
10/12/2022;2200;34,2;;;;
10/12/2022;2300;-3,6;;;;
11/12/2022;0;-1,3;;;;
11/12/2022;100;-2,2;;;;
11/12/2022;200;-3;;;;
11/12/2022;300;-2,2;;;;
11/12/2022;400;-2;;;;
11/12/2022;500;-2,5;;;;
11/12/2022;600;-3,3;;;;
11/12/2022;700;-3,6;;;;
11/12/2022;800;-3,6;;;;
11/12/2022;900;5,2;;;;
11/12/2022;1000;300,6;;;;
11/12/2022;1100;1264,4;;;;
11/12/2022;1200;2073,8;;;;
11/12/2022;1300;2832,5;;;;
11/12/2022;1400;3450,1;;;;
11/12/2022;1500;3016,6;;;;
11/12/2022;1600;3057,2;;;;
11/12/2022;1700;3449;;;;
11/12/2022;1800;2845,7;;;;
11/12/2022;1900;2013,1;;;;
11/12/2022;2000;1191,6;;;;
11/12/2022;2100;217;;;;
11/12/2022;2200;18,4;;;;
11/12/2022;2300;-3,6;;;;
12/12/2022;0;-3,6;;;;
12/12/2022;100;-3,4;;;;
12/12/2022;200;-1,9;;;;
12/12/2022;300;-3,6;;;;
12/12/2022;400;-3,3;;;;
12/12/2022;500;-3,5;;;;
12/12/2022;600;-2,2;;;;
12/12/2022;700;-2,5;;;;
12/12/2022;800;-1,8;;;;
12/12/2022;900;5,7;;;;
12/12/2022;1000;212,7;;;;
12/12/2022;1100;776,8;;;;
12/12/2022;1200;1427,4;;;;
12/12/2022;1300;2153,3;;;;
12/12/2022;1400;1607,4;;;;
12/12/2022;1500;3095,9;;;;
12/12/2022;1600;3268,2;;;;
12/12/2022;1700;452,7;;;;
12/12/2022;1800;1727;;;;
12/12/2022;1900;2529,2;;;;
12/12/2022;2000;1426,8;;;;
12/12/2022;2100;457,3;;;;
12/12/2022;2200;12,2;;;;
12/12/2022;2300;-3,4;;;;
13/12/2022;0;-3,5;;;;
13/12/2022;100;-3,6;;;;
13/12/2022;200;-3,3;;;;
13/12/2022;300;-3,6;;;;
13/12/2022;400;-3,6;;;;
13/12/2022;500;-3,5;;;;
13/12/2022;600;-2,8;;;;
13/12/2022;700;-3;;;;
13/12/2022;800;-3,4;;;;
13/12/2022;900;4,3;;;;
13/12/2022;1000;299,9;;;;
13/12/2022;1100;1045,8;;;;
13/12/2022;1200;1430,1;;;;
13/12/2022;1300;2859,6;;;;
13/12/2022;1400;2739,7;;;;
13/12/2022;1500;3314,4;;;;
13/12/2022;1600;2295,1;;;;
13/12/2022;1700;3367,8;;;;
13/12/2022;1800;3232,9;;;;
13/12/2022;1900;2175,1;;;;
13/12/2022;2000;1111,7;;;;
13/12/2022;2100;355,1;;;;
13/12/2022;2200;35,7;;;;
13/12/2022;2300;-3,6;;;;
14/12/2022;0;-3,5;;;;
14/12/2022;100;-3,4;;;;
14/12/2022;200;-3,5;;;;
14/12/2022;300;-1,9;;;;
14/12/2022;400;-2,8;;;;
14/12/2022;500;-1,4;;;;
14/12/2022;600;-1,6;;;;
14/12/2022;700;-2,1;;;;
14/12/2022;800;-2,3;;;;
14/12/2022;900;3,7;;;;
14/12/2022;1000;187,4;;;;
14/12/2022;1100;587,2;;;;
14/12/2022;1200;898,8;;;;
14/12/2022;1300;1199,7;;;;
14/12/2022;1400;1088,6;;;;
14/12/2022;1500;2631;;;;
14/12/2022;1600;1326,8;;;;
14/12/2022;1700;343,4;;;;
14/12/2022;1800;24,2;;;;
14/12/2022;1900;20,3;;;;
14/12/2022;2000;42,9;;;;
14/12/2022;2100;46,1;;;;
14/12/2022;2200;6,1;;;;
14/12/2022;2300;-1,1;;;;
15/12/2022;0;-1,5;;;;
15/12/2022;100;-1,5;;;;
15/12/2022;200;-1,7;;;;
15/12/2022;300;-1,3;;;;
15/12/2022;400;-1,4;;;;
15/12/2022;500;-1,8;;;;
15/12/2022;600;-1,6;;;;
15/12/2022;700;-1,6;;;;
15/12/2022;800;-1,7;;;;
15/12/2022;900;1,3;;;;
15/12/2022;1000;106,4;;;;
15/12/2022;1100;551,9;;;;
15/12/2022;1200;1042,9;;;;
15/12/2022;1300;1740,5;;;;
15/12/2022;1400;2926,8;;;;
15/12/2022;1500;2489,8;;;;
15/12/2022;1600;3728,5;;;;
15/12/2022;1700;3697,8;;;;
15/12/2022;1800;2246,2;;;;
15/12/2022;1900;2218,9;;;;
15/12/2022;2000;1747,7;;;;
15/12/2022;2100;589,5;;;;
15/12/2022;2200;20,1;;;;
15/12/2022;2300;-3,6;;;;
16/12/2022;0;-3,6;;;;
16/12/2022;100;-3,6;;;;
16/12/2022;200;-3,6;;;;
16/12/2022;300;-3,6;;;;
16/12/2022;400;-3,6;;;;
16/12/2022;500;-3,6;;;;
16/12/2022;600;-3,6;;;;
16/12/2022;700;-3,2;;;;
16/12/2022;800;-3,5;;;;
16/12/2022;900;10,2;;;;
16/12/2022;1000;331,4;;;;
16/12/2022;1100;1206,4;;;;
16/12/2022;1200;2056,4;;;;
16/12/2022;1300;2585,2;;;;
16/12/2022;1400;3011,2;;;;
16/12/2022;1500;3923,4;;;;
16/12/2022;1600;3781,7;;;;
16/12/2022;1700;3242,3;;;;
16/12/2022;1800;204,3;;;;
16/12/2022;1900;53,1;;;;
16/12/2022;2000;35;;;;
16/12/2022;2100;22,3;;;;
16/12/2022;2200;2,1;;;;
16/12/2022;2300;-2,2;;;;
17/12/2022;0;-2,3;;;;
17/12/2022;100;-2,2;;;;
17/12/2022;200;-2,1;;;;
17/12/2022;300;-1,7;;;;
17/12/2022;400;-1,3;;;;
17/12/2022;500;-1,3;;;;
17/12/2022;600;-1,7;;;;
17/12/2022;700;-2,2;;;;
17/12/2022;800;-2,2;;;;
17/12/2022;900;1,3;;;;
17/12/2022;1000;190,4;;;;
17/12/2022;1100;561,1;;;;
17/12/2022;1200;1905,5;;;;
17/12/2022;1300;2268,3;;;;
17/12/2022;1400;1903,5;;;;
17/12/2022;1500;1887;;;;
17/12/2022;1600;2856,6;;;;
17/12/2022;1700;3592,4;;;;
17/12/2022;1800;2873,6;;;;
17/12/2022;1900;1657,7;;;;
17/12/2022;2000;281,3;;;;
17/12/2022;2100;276,4;;;;
17/12/2022;2200;40,5;;;;
17/12/2022;2300;-3,4;;;;
18/12/2022;0;-3,5;;;;
18/12/2022;100;-3,2;;;;
18/12/2022;200;-2,9;;;;
18/12/2022;300;-3;;;;
18/12/2022;400;-3,2;;;;
18/12/2022;500;-3,4;;;;
18/12/2022;600;-3,5;;;;
18/12/2022;700;-3,6;;;;
18/12/2022;800;-3,6;;;;
18/12/2022;900;4,5;;;;
18/12/2022;1000;125,5;;;;
18/12/2022;1100;550,2;;;;
18/12/2022;1200;1052;;;;
18/12/2022;1300;2357,3;;;;
18/12/2022;1400;2258,1;;;;
18/12/2022;1500;2939,2;;;;
18/12/2022;1600;3257,8;;;;
18/12/2022;1700;3161,1;;;;
18/12/2022;1800;2653;;;;
18/12/2022;1900;1210,1;;;;
18/12/2022;2000;902,6;;;;
18/12/2022;2100;597,1;;;;
18/12/2022;2200;63,6;;;;
18/12/2022;2300;-3,6;;;;
19/12/2022;0;-3,6;;;;
19/12/2022;100;-3,6;;;;
19/12/2022;200;-2,7;;;;
19/12/2022;300;-2,5;;;;
19/12/2022;400;-3,4;;;;
19/12/2022;500;-3,6;;;;
19/12/2022;600;-3,1;;;;
19/12/2022;700;-3;;;;
19/12/2022;800;-3,6;;;;
19/12/2022;900;0,4;;;;
19/12/2022;1000;141,8;;;;
19/12/2022;1100;438;;;;
19/12/2022;1200;871,7;;;;
19/12/2022;1300;730,4;;;;
19/12/2022;1400;922;;;;
19/12/2022;1500;1694,4;;;;
19/12/2022;1600;2401,3;;;;
19/12/2022;1700;2520,5;;;;
19/12/2022;1800;1618,4;;;;
19/12/2022;1900;1227,3;;;;
19/12/2022;2000;535,2;;;;
19/12/2022;2100;210,7;;;;
19/12/2022;2200;16,4;;;;
19/12/2022;2300;-3,6;;;;
20/12/2022;0;-3,4;;;;
20/12/2022;100;-2,7;;;;
20/12/2022;200;-3,6;;;;
20/12/2022;300;-3,4;;;;
20/12/2022;400;-3,4;;;;
20/12/2022;500;-2,4;;;;
20/12/2022;600;-2,4;;;;
20/12/2022;700;-2,4;;;;
20/12/2022;800;-2,2;;;;
20/12/2022;900;4,8;;;;
20/12/2022;1000;178,1;;;;
20/12/2022;1100;683,1;;;;
20/12/2022;1200;1140,1;;;;
20/12/2022;1300;1591,5;;;;
20/12/2022;1400;2661,4;;;;
20/12/2022;1500;2843,3;;;;
20/12/2022;1600;1912,9;;;;
20/12/2022;1700;2739,1;;;;
20/12/2022;1800;3231,9;;;;
20/12/2022;1900;1942,2;;;;
20/12/2022;2000;350,2;;;;
20/12/2022;2100;100,7;;;;
20/12/2022;2200;3,9;;;;
20/12/2022;2300;-3,2;;;;
21/12/2022;0;-3,6;;;;
21/12/2022;100;-3,5;;;;
21/12/2022;200;-3,4;;;;
21/12/2022;300;-3,3;;;;
21/12/2022;400;-3,2;;;;
21/12/2022;500;-3,1;;;;
21/12/2022;600;-3,4;;;;
21/12/2022;700;-3,6;;;;
21/12/2022;800;-3,4;;;;
21/12/2022;900;3,7;;;;
21/12/2022;1000;277,4;;;;
21/12/2022;1100;1122,5;;;;
21/12/2022;1200;1739,1;;;;
21/12/2022;1300;1773;;;;
21/12/2022;1400;2278,5;;;;
21/12/2022;1500;2625,7;;;;
21/12/2022;1600;3851,8;;;;
21/12/2022;1700;1531,6;;;;
21/12/2022;1800;1349,6;;;;
21/12/2022;1900;1403,6;;;;
21/12/2022;2000;1607,3;;;;
21/12/2022;2100;554,3;;;;
21/12/2022;2200;26,3;;;;
21/12/2022;2300;-3,6;;;;
22/12/2022;0;-3,6;;;;
22/12/2022;100;-3,6;;;;
22/12/2022;200;-3,3;;;;
22/12/2022;300;-3,2;;;;
22/12/2022;400;-2,6;;;;
22/12/2022;500;-2,8;;;;
22/12/2022;600;-2,9;;;;
22/12/2022;700;-2,9;;;;
22/12/2022;800;-1,4;;;;
22/12/2022;900;0,6;;;;
22/12/2022;1000;131,2;;;;
22/12/2022;1100;264,8;;;;
22/12/2022;1200;940,7;;;;
22/12/2022;1300;1341;;;;
22/12/2022;1400;2319,8;;;;
22/12/2022;1500;2890,1;;;;
22/12/2022;1600;473,3;;;;
22/12/2022;1700;565,4;;;;
22/12/2022;1800;923,8;;;;
22/12/2022;1900;1051,4;;;;
22/12/2022;2000;752,6;;;;
22/12/2022;2100;368,4;;;;
22/12/2022;2200;35;;;;
22/12/2022;2300;-3,6;;;;
23/12/2022;0;-3,3;;;;
23/12/2022;100;-3,4;;;;
23/12/2022;200;-3,3;;;;
23/12/2022;300;-3,5;;;;
23/12/2022;400;-2,9;;;;
23/12/2022;500;-2,7;;;;
23/12/2022;600;-2,9;;;;
23/12/2022;700;-2,7;;;;
23/12/2022;800;-2,4;;;;
23/12/2022;900;1,3;;;;
23/12/2022;1000;190,3;;;;
23/12/2022;1100;873,9;;;;
23/12/2022;1200;1109,4;;;;
23/12/2022;1300;1118,9;;;;
23/12/2022;1400;1940,8;;;;
23/12/2022;1500;1860,6;;;;
23/12/2022;1600;3392,7;;;;
23/12/2022;1700;1994,2;;;;
23/12/2022;1800;1976,2;;;;
23/12/2022;1900;2269;;;;
23/12/2022;2000;854,9;;;;
23/12/2022;2100;363,2;;;;
23/12/2022;2200;22,1;;;;
23/12/2022;2300;-2,7;;;;
24/12/2022;0;-3,6;;;;
24/12/2022;100;-2,8;;;;
24/12/2022;200;-3,1;;;;
24/12/2022;300;-2,3;;;;
24/12/2022;400;-2,6;;;;
24/12/2022;500;-3,2;;;;
24/12/2022;600;-3,2;;;;
24/12/2022;700;-2;;;;
24/12/2022;800;-3,1;;;;
24/12/2022;900;0;;;;
24/12/2022;1000;97,6;;;;
24/12/2022;1100;336,6;;;;
24/12/2022;1200;1182,3;;;;
24/12/2022;1300;1550,5;;;;
24/12/2022;1400;1633,7;;;;
24/12/2022;1500;1638;;;;
24/12/2022;1600;1566,9;;;;
24/12/2022;1700;1913,3;;;;
24/12/2022;1800;952,7;;;;
24/12/2022;1900;875,5;;;;
24/12/2022;2000;578,4;;;;
24/12/2022;2100;619,3;;;;
24/12/2022;2200;101,3;;;;
24/12/2022;2300;-3,6;;;;
25/12/2022;0;-3,6;;;;
25/12/2022;100;-3,4;;;;
25/12/2022;200;-3,1;;;;
25/12/2022;300;-2,9;;;;
25/12/2022;400;-3,3;;;;
25/12/2022;500;-2,7;;;;
25/12/2022;600;-2,3;;;;
25/12/2022;700;-2,1;;;;
25/12/2022;800;-2,8;;;;
25/12/2022;900;-0,4;;;;
25/12/2022;1000;141,2;;;;
25/12/2022;1100;785,7;;;;
25/12/2022;1200;1688;;;;
25/12/2022;1300;2670,8;;;;
25/12/2022;1400;2176,9;;;;
25/12/2022;1500;1452,2;;;;
25/12/2022;1600;3313,4;;;;
25/12/2022;1700;3399,2;;;;
25/12/2022;1800;2402,9;;;;
25/12/2022;1900;1066,3;;;;
25/12/2022;2000;787,3;;;;
25/12/2022;2100;389,1;;;;
25/12/2022;2200;49,7;;;;
25/12/2022;2300;-3,6;;;;
26/12/2022;0;-2,5;;;;
26/12/2022;100;-3,5;;;;
26/12/2022;200;-3,6;;;;
26/12/2022;300;-3;;;;
26/12/2022;400;-2,1;;;;
26/12/2022;500;-2,6;;;;
26/12/2022;600;-3,6;;;;
26/12/2022;700;-3,2;;;;
26/12/2022;800;-2,9;;;;
26/12/2022;900;-1,7;;;;
26/12/2022;1000;29,2;;;;
26/12/2022;1100;177,6;;;;
26/12/2022;1200;310,8;;;;
26/12/2022;1300;584,9;;;;
26/12/2022;1400;969,4;;;;
26/12/2022;1500;1869,5;;;;
26/12/2022;1600;1862,5;;;;
26/12/2022;1700;2359,5;;;;
26/12/2022;1800;2161,3;;;;
26/12/2022;1900;991,3;;;;
26/12/2022;2000;533,4;;;;
26/12/2022;2100;363;;;;
26/12/2022;2200;59,6;;;;
26/12/2022;2300;-3,6;;;;
27/12/2022;0;-3,6;;;;
27/12/2022;100;-3,4;;;;
27/12/2022;200;-3,4;;;;
27/12/2022;300;-3,2;;;;
27/12/2022;400;-3;;;;
27/12/2022;500;-2,6;;;;
27/12/2022;600;-2,7;;;;
27/12/2022;700;-2,4;;;;
27/12/2022;800;-2;;;;
27/12/2022;900;0,2;;;;
27/12/2022;1000;62,6;;;;
27/12/2022;1100;394,1;;;;
27/12/2022;1200;850,8;;;;
27/12/2022;1300;1261,7;;;;
27/12/2022;1400;1616,4;;;;
27/12/2022;1500;2552,4;;;;
27/12/2022;1600;3829,8;;;;
27/12/2022;1700;2752,6;;;;
27/12/2022;1800;1913,6;;;;
27/12/2022;1900;1841,7;;;;
27/12/2022;2000;367,6;;;;
27/12/2022;2100;244,7;;;;
27/12/2022;2200;19,1;;;;
27/12/2022;2300;-3,6;;;;
28/12/2022;0;-3,5;;;;
28/12/2022;100;-3;;;;
28/12/2022;200;-2,8;;;;
28/12/2022;300;-3;;;;
28/12/2022;400;-2,6;;;;
28/12/2022;500;-1,2;;;;
28/12/2022;600;-1;;;;
28/12/2022;700;-2,8;;;;
28/12/2022;800;-2,4;;;;
28/12/2022;900;-2;;;;
28/12/2022;1000;190,2;;;;
28/12/2022;1100;422,2;;;;
28/12/2022;1200;307,1;;;;
28/12/2022;1300;494,9;;;;
28/12/2022;1400;565,4;;;;
28/12/2022;1500;1156,7;;;;
28/12/2022;1600;1400,3;;;;
28/12/2022;1700;1664,7;;;;
28/12/2022;1800;2104,5;;;;
28/12/2022;1900;2164,3;;;;
28/12/2022;2000;707,7;;;;
28/12/2022;2100;236,2;;;;
28/12/2022;2200;24,1;;;;
28/12/2022;2300;-3,4;;;;
29/12/2022;0;-3,6;;;;
29/12/2022;100;-3,6;;;;
29/12/2022;200;-3,6;;;;
29/12/2022;300;-3,4;;;;
29/12/2022;400;-2,8;;;;
29/12/2022;500;-2,6;;;;
29/12/2022;600;-3,1;;;;
29/12/2022;700;-2,2;;;;
29/12/2022;800;-2,3;;;;
29/12/2022;900;2,3;;;;
29/12/2022;1000;162,2;;;;
29/12/2022;1100;177,8;;;;
29/12/2022;1200;243,6;;;;
29/12/2022;1300;1317,1;;;;
29/12/2022;1400;1591,4;;;;
29/12/2022;1500;1826,6;;;;
29/12/2022;1600;2312,4;;;;
29/12/2022;1700;3131,8;;;;
29/12/2022;1800;2928,2;;;;
29/12/2022;1900;1866,1;;;;
29/12/2022;2000;1710,5;;;;
29/12/2022;2100;564,4;;;;
29/12/2022;2200;65;;;;
29/12/2022;2300;-3,6;;;;
30/12/2022;0;-3,6;;;;
30/12/2022;100;-3,6;;;;
30/12/2022;200;-3,6;;;;
30/12/2022;300;-3,6;;;;
30/12/2022;400;-3,6;;;;
30/12/2022;500;-3,6;;;;
30/12/2022;600;-3,6;;;;
30/12/2022;700;-3,1;;;;
30/12/2022;800;-3,4;;;;
30/12/2022;900;3,1;;;;
30/12/2022;1000;91;;;;
30/12/2022;1100;180,2;;;;
30/12/2022;1200;423,7;;;;
30/12/2022;1300;1291;;;;
30/12/2022;1400;1540,7;;;;
30/12/2022;1500;2565;;;;
30/12/2022;1600;3094,2;;;;
30/12/2022;1700;1503,5;;;;
30/12/2022;1800;2421,1;;;;
30/12/2022;1900;1681,9;;;;
30/12/2022;2000;169,1;;;;
30/12/2022;2100;53,9;;;;
30/12/2022;2200;5,8;;;;
30/12/2022;2300;-2,7;;;;
31/12/2022;0;-3,2;;;;
31/12/2022;100;-3,5;;;;
31/12/2022;200;-3,6;;;;
31/12/2022;300;-3,6;;;;
31/12/2022;400;-3,6;;;;
31/12/2022;500;-3,4;;;;
31/12/2022;600;-3,6;;;;
31/12/2022;700;-3,4;;;;
31/12/2022;800;-3,3;;;;
31/12/2022;900;-0,2;;;;
31/12/2022;1000;234,9;;;;
31/12/2022;1100;892,8;;;;
31/12/2022;1200;1693,5;;;;
31/12/2022;1300;2561,6;;;;
31/12/2022;1400;665,8;;;;
31/12/2022;1500;556,4;;;;
31/12/2022;1600;2031,8;;;;
31/12/2022;1700;2484,1;;;;
31/12/2022;1800;1885,8;;;;
31/12/2022;1900;882;;;;
31/12/2022;2000;585;;;;
31/12/2022;2100;348,3;;;;
31/12/2022;2200;71,8;;;;
31/12/2022;2300;-3,6;;;;
01/01/2023;0;-3,6;;;;
01/01/2023;100;-3,6;;;;
01/01/2023;200;-3,6;;;;
01/01/2023;300;-3,6;;;;
01/01/2023;400;-3,6;;;;
01/01/2023;500;-3,4;;;;
01/01/2023;600;-2,7;;;;
01/01/2023;700;-3,5;;;;
01/01/2023;800;-3,5;;;;
01/01/2023;900;1,9;;;;
01/01/2023;1000;142,6;;;;
01/01/2023;1100;708,9;;;;
01/01/2023;1200;1938,2;;;;
01/01/2023;1300;2877;;;;
01/01/2023;1400;2667,5;;;;
01/01/2023;1500;3288,3;;;;
01/01/2023;1600;2909,8;;;;
01/01/2023;1700;2228,1;;;;
01/01/2023;1800;2382,3;;;;
01/01/2023;1900;1015,3;;;;
01/01/2023;2000;790,4;;;;
01/01/2023;2100;761,2;;;;
01/01/2023;2200;59,6;;;;
01/01/2023;2300;-3,6;;;;
02/01/2023;0;null;;;;
02/01/2023;100;-1,7;;;;
02/01/2023;200;0,7;;;;
02/01/2023;300;-0,5;;;;
02/01/2023;400;-0,7;;;;
02/01/2023;500;-2,6;;;;
02/01/2023;600;-3;;;;
02/01/2023;700;-3,6;;;;
02/01/2023;800;-3,6;;;;
02/01/2023;900;-0,5;;;;
02/01/2023;1000;216;;;;
02/01/2023;1100;862,7;;;;
02/01/2023;1200;1863,1;;;;
02/01/2023;1300;2631,4;;;;
02/01/2023;1400;3007,1;;;;
02/01/2023;1500;3598,3;;;;
02/01/2023;1600;4003,4;;;;
