Nome: PALMAS;;;;;;
Codigo Estacao: A009;;;;;;
Latitude: -10.14777777;;;;;;
Longitude: -48.31444444;;;;;;
Altitude: 267;;;;;;
Situacao: Operante;;;;;;
Data Inicial: 2020-01-01;;;;;;
Data Final: 2023-12-31;;;;;;
Periodicidade da Medicao: Horaria;;;;;;
;;;;;;
Data Medicao;Hora Medicao;RADIACAO GLOBAL(Kj/m²);;;;
01/01/2020;0;-3,5;;;;
01/01/2020;100;-3,3;;;;
01/01/2020;200;-3,1;;;;
01/01/2020;300;-2,8;;;;
01/01/2020;400;-2,9;;;;
01/01/2020;500;-3,5;;;;
01/01/2020;600;-3,5;;;;
01/01/2020;700;-2,7;;;;
01/01/2020;800;-2;;;;
01/01/2020;900;-0,5;;;;
01/01/2020;1000;149,1;;;;
01/01/2020;1100;280,3;;;;
01/01/2020;1200;947,2;;;;
01/01/2020;1300;964,9;;;;
01/01/2020;1400;2079,6;;;;
01/01/2020;1500;2538,2;;;;
01/01/2020;1600;1936,7;;;;
01/01/2020;1700;2495,5;;;;
01/01/2020;1800;2063;;;;
01/01/2020;1900;551,4;;;;
01/01/2020;2000;516,3;;;;
01/01/2020;2100;195,4;;;;
01/01/2020;2200;null;;;;
01/01/2020;2300;null;;;;
02/01/2020;0;-3,5;;;;
02/01/2020;100;-3,1;;;;
02/01/2020;200;-3,5;;;;
02/01/2020;300;-3;;;;
02/01/2020;400;-2,9;;;;
02/01/2020;500;-3,2;;;;
02/01/2020;600;-3,4;;;;
02/01/2020;700;-3,3;;;;
02/01/2020;800;-3;;;;
02/01/2020;900;-1,7;;;;
02/01/2020;1000;125,6;;;;
02/01/2020;1100;415,8;;;;
02/01/2020;1200;422,9;;;;
02/01/2020;1300;1266;;;;
02/01/2020;1400;2106,4;;;;
02/01/2020;1500;3163,7;;;;
02/01/2020;1600;1790,2;;;;
02/01/2020;1700;603,5;;;;
02/01/2020;1800;325,4;;;;
02/01/2020;1900;136,6;;;;
02/01/2020;2000;39,5;;;;
02/01/2020;2100;101,7;;;;
02/01/2020;2200;null;;;;
02/01/2020;2300;null;;;;
03/01/2020;0;-2,8;;;;
03/01/2020;100;-2,6;;;;
03/01/2020;200;-2,8;;;;
03/01/2020;300;-2,7;;;;
03/01/2020;400;-2,5;;;;
03/01/2020;500;-2,8;;;;
03/01/2020;600;-3,3;;;;
03/01/2020;700;-2,4;;;;
03/01/2020;800;-3,2;;;;
03/01/2020;900;-1,7;;;;
03/01/2020;1000;162,9;;;;
03/01/2020;1100;709,8;;;;
03/01/2020;1200;989,2;;;;
03/01/2020;1300;1274,8;;;;
03/01/2020;1400;2019,4;;;;
03/01/2020;1500;2188,3;;;;
03/01/2020;1600;1910,1;;;;
03/01/2020;1700;2019,7;;;;
03/01/2020;1800;349,5;;;;
03/01/2020;1900;133,7;;;;
03/01/2020;2000;380,8;;;;
03/01/2020;2100;161,7;;;;
03/01/2020;2200;null;;;;
03/01/2020;2300;null;;;;
04/01/2020;0;-2,8;;;;
04/01/2020;100;-3,1;;;;
04/01/2020;200;-3,2;;;;
04/01/2020;300;-2,6;;;;
04/01/2020;400;-3,4;;;;
04/01/2020;500;-3,3;;;;
04/01/2020;600;-3,1;;;;
04/01/2020;700;-2,3;;;;
04/01/2020;800;-2,5;;;;
04/01/2020;900;-2,5;;;;
04/01/2020;1000;49;;;;
04/01/2020;1100;251,2;;;;
04/01/2020;1200;603,7;;;;
04/01/2020;1300;1458,5;;;;
04/01/2020;1400;1576,8;;;;
04/01/2020;1500;1908,5;;;;
04/01/2020;1600;1819,2;;;;
04/01/2020;1700;2609,6;;;;
04/01/2020;1800;419;;;;
04/01/2020;1900;264,4;;;;
04/01/2020;2000;317,8;;;;
04/01/2020;2100;134,2;;;;
04/01/2020;2200;null;;;;
04/01/2020;2300;null;;;;
05/01/2020;0;null;;;;
05/01/2020;100;-2,5;;;;
05/01/2020;200;-3,2;;;;
05/01/2020;300;-1,6;;;;
05/01/2020;400;-3;;;;
05/01/2020;500;-1,6;;;;
05/01/2020;600;-0,8;;;;
05/01/2020;700;-1,4;;;;
05/01/2020;800;-2,1;;;;
05/01/2020;900;-0,8;;;;
05/01/2020;1000;69,4;;;;
05/01/2020;1100;398,3;;;;
05/01/2020;1200;486,4;;;;
05/01/2020;1300;670,5;;;;
05/01/2020;1400;1251,6;;;;
05/01/2020;1500;1695,7;;;;
05/01/2020;1600;1468,8;;;;
05/01/2020;1700;1531,7;;;;
05/01/2020;1800;2267,3;;;;
05/01/2020;1900;1538,1;;;;
05/01/2020;2000;1144,9;;;;
05/01/2020;2100;501,1;;;;
05/01/2020;2200;29,9;;;;
05/01/2020;2300;null;;;;
06/01/2020;0;-3,4;;;;
06/01/2020;100;-2,6;;;;
06/01/2020;200;-3,5;;;;
06/01/2020;300;-3,5;;;;
06/01/2020;400;-3,1;;;;
06/01/2020;500;-2,3;;;;
06/01/2020;600;-2,3;;;;
06/01/2020;700;-3;;;;
06/01/2020;800;-1,1;;;;
06/01/2020;900;-0,4;;;;
06/01/2020;1000;104,9;;;;
06/01/2020;1100;372,8;;;;
06/01/2020;1200;1145,6;;;;
06/01/2020;1300;1490,6;;;;
06/01/2020;1400;1219,2;;;;
06/01/2020;1500;1817,3;;;;
06/01/2020;1600;1813,5;;;;
06/01/2020;1700;905,1;;;;
06/01/2020;1800;141,8;;;;
06/01/2020;1900;36,6;;;;
06/01/2020;2000;27,5;;;;
06/01/2020;2100;40,2;;;;
06/01/2020;2200;null;;;;
06/01/2020;2300;null;;;;
07/01/2020;0;null;;;;
07/01/2020;100;-3,3;;;;
07/01/2020;200;-2,7;;;;
07/01/2020;300;-2,2;;;;
07/01/2020;400;-3;;;;
07/01/2020;500;-3;;;;
07/01/2020;600;-2,1;;;;
07/01/2020;700;-2,1;;;;
07/01/2020;800;-2,1;;;;
07/01/2020;900;-1,5;;;;
07/01/2020;1000;120,5;;;;
07/01/2020;1100;358;;;;
07/01/2020;1200;1321,1;;;;
07/01/2020;1300;2102,8;;;;
07/01/2020;1400;2037,5;;;;
07/01/2020;1500;2318,6;;;;
07/01/2020;1600;3398,7;;;;
07/01/2020;1700;3365,3;;;;
07/01/2020;1800;2910,5;;;;
07/01/2020;1900;1854,1;;;;
07/01/2020;2000;1025,4;;;;
07/01/2020;2100;1069,7;;;;
07/01/2020;2200;94,1;;;;
07/01/2020;2300;null;;;;
08/01/2020;0;null;;;;
08/01/2020;100;-3,5;;;;
08/01/2020;200;-3,5;;;;
08/01/2020;300;-3,5;;;;
08/01/2020;400;-3,3;;;;
08/01/2020;500;-3;;;;
08/01/2020;600;-2,6;;;;
08/01/2020;700;-3,5;;;;
08/01/2020;800;-2,9;;;;
08/01/2020;900;-2,3;;;;
08/01/2020;1000;47,1;;;;
08/01/2020;1100;288,8;;;;
08/01/2020;1200;421,6;;;;
08/01/2020;1300;1796,4;;;;
08/01/2020;1400;1863,7;;;;
08/01/2020;1500;2374,1;;;;
08/01/2020;1600;3267,6;;;;
08/01/2020;1700;366;;;;
08/01/2020;1800;1016,2;;;;
08/01/2020;1900;910,9;;;;
08/01/2020;2000;588,7;;;;
08/01/2020;2100;371,7;;;;
08/01/2020;2200;43,8;;;;
08/01/2020;2300;null;;;;
09/01/2020;0;-3,5;;;;
09/01/2020;100;-3,5;;;;
09/01/2020;200;-3,5;;;;
09/01/2020;300;-3,4;;;;
09/01/2020;400;-2,8;;;;
09/01/2020;500;-2,6;;;;
09/01/2020;600;-2,2;;;;
09/01/2020;700;-3,1;;;;
09/01/2020;800;-3,3;;;;
09/01/2020;900;-2,4;;;;
09/01/2020;1000;77,9;;;;
09/01/2020;1100;300,8;;;;
09/01/2020;1200;522,1;;;;
09/01/2020;1300;338,5;;;;
09/01/2020;1400;1066,7;;;;
09/01/2020;1500;1683,4;;;;
09/01/2020;1600;378,4;;;;
09/01/2020;1700;145,9;;;;
09/01/2020;1800;116,8;;;;
09/01/2020;1900;702,3;;;;
09/01/2020;2000;712,9;;;;
09/01/2020;2100;250,2;;;;
09/01/2020;2200;null;;;;
09/01/2020;2300;null;;;;
10/01/2020;0;-3,5;;;;
10/01/2020;100;-3,4;;;;
10/01/2020;200;-3,5;;;;
10/01/2020;300;-3,5;;;;
10/01/2020;400;-3,5;;;;
10/01/2020;500;-3,5;;;;
10/01/2020;600;-3,5;;;;
10/01/2020;700;-3,3;;;;
10/01/2020;800;-3;;;;
10/01/2020;900;-1,6;;;;
10/01/2020;1000;86,9;;;;
10/01/2020;1100;247,3;;;;
10/01/2020;1200;1100,2;;;;
10/01/2020;1300;1408;;;;
10/01/2020;1400;2439,7;;;;
10/01/2020;1500;2733,2;;;;
10/01/2020;1600;3169,5;;;;
10/01/2020;1700;3371,2;;;;
10/01/2020;1800;2232,5;;;;
10/01/2020;1900;406,7;;;;
10/01/2020;2000;1152,4;;;;
10/01/2020;2100;755,2;;;;
10/01/2020;2200;null;;;;
10/01/2020;2300;null;;;;
11/01/2020;0;null;;;;
11/01/2020;100;-3,5;;;;
11/01/2020;200;-3,5;;;;
11/01/2020;300;-3,5;;;;
11/01/2020;400;-3,5;;;;
11/01/2020;500;-3,5;;;;
11/01/2020;600;-3,5;;;;
11/01/2020;700;-3,5;;;;
11/01/2020;800;-3,5;;;;
11/01/2020;900;-1,4;;;;
11/01/2020;1000;98,9;;;;
11/01/2020;1100;390,4;;;;
11/01/2020;1200;1455,7;;;;
11/01/2020;1300;1956,5;;;;
11/01/2020;1400;1256,9;;;;
11/01/2020;1500;2070,6;;;;
11/01/2020;1600;2921,4;;;;
11/01/2020;1700;2739,9;;;;
11/01/2020;1800;1557,8;;;;
11/01/2020;1900;764,6;;;;
11/01/2020;2000;356,3;;;;
11/01/2020;2100;277,1;;;;
11/01/2020;2200;50,9;;;;
11/01/2020;2300;null;;;;
12/01/2020;0;null;;;;
12/01/2020;100;-3,5;;;;
12/01/2020;200;-3,5;;;;
12/01/2020;300;-3,3;;;;
12/01/2020;400;-2,7;;;;
12/01/2020;500;-1,9;;;;
12/01/2020;600;-3,4;;;;
12/01/2020;700;-3,5;;;;
12/01/2020;800;-3,2;;;;
12/01/2020;900;-0,9;;;;
12/01/2020;1000;121,4;;;;
12/01/2020;1100;365,8;;;;
12/01/2020;1200;1378,1;;;;
12/01/2020;1300;1798,1;;;;
12/01/2020;1400;1906,5;;;;
12/01/2020;1500;1571,3;;;;
12/01/2020;1600;2859,6;;;;
12/01/2020;1700;1939,9;;;;
12/01/2020;1800;3165,9;;;;
12/01/2020;1900;1543,1;;;;
12/01/2020;2000;138;;;;
12/01/2020;2100;210,3;;;;
12/01/2020;2200;32,6;;;;
12/01/2020;2300;null;;;;
13/01/2020;0;null;;;;
13/01/2020;100;-3,5;;;;
13/01/2020;200;-3,5;;;;
13/01/2020;300;-3,5;;;;
13/01/2020;400;-3,4;;;;
13/01/2020;500;-3,5;;;;
13/01/2020;600;-3,2;;;;
13/01/2020;700;-3,3;;;;
13/01/2020;800;-3,5;;;;
13/01/2020;900;-1,5;;;;
13/01/2020;1000;104,5;;;;
13/01/2020;1100;443,7;;;;
13/01/2020;1200;1113,6;;;;
13/01/2020;1300;1184,2;;;;
13/01/2020;1400;2521;;;;
13/01/2020;1500;2617,9;;;;
13/01/2020;1600;2228,1;;;;
13/01/2020;1700;1885,4;;;;
13/01/2020;1800;2837,7;;;;
13/01/2020;1900;1806,2;;;;
13/01/2020;2000;1610,7;;;;
13/01/2020;2100;773,1;;;;
13/01/2020;2200;36,3;;;;
13/01/2020;2300;null;;;;
14/01/2020;0;null;;;;
14/01/2020;100;-2,7;;;;
14/01/2020;200;-3,5;;;;
14/01/2020;300;-3,4;;;;
14/01/2020;400;-3,4;;;;
14/01/2020;500;-3,5;;;;
14/01/2020;600;-3,5;;;;
14/01/2020;700;-3,5;;;;
14/01/2020;800;-3,4;;;;
14/01/2020;900;-0,5;;;;
14/01/2020;1000;63;;;;
14/01/2020;1100;264,3;;;;
14/01/2020;1200;1369,6;;;;
14/01/2020;1300;2338,8;;;;
14/01/2020;1400;1788,9;;;;
14/01/2020;1500;2181,9;;;;
14/01/2020;1600;2876,6;;;;
14/01/2020;1700;3271,4;;;;
14/01/2020;1800;3117,4;;;;
14/01/2020;1900;2667,9;;;;
14/01/2020;2000;1185,2;;;;
14/01/2020;2100;270;;;;
14/01/2020;2200;2,6;;;;
14/01/2020;2300;null;;;;
15/01/2020;0;-3,5;;;;
15/01/2020;100;-3,5;;;;
15/01/2020;200;-3,5;;;;
15/01/2020;300;-3,5;;;;
15/01/2020;400;-3,5;;;;
15/01/2020;500;-3,5;;;;
15/01/2020;600;-3,2;;;;
15/01/2020;700;-3,5;;;;
15/01/2020;800;-3,5;;;;
15/01/2020;900;-3,3;;;;
15/01/2020;1000;55,8;;;;
15/01/2020;1100;156,9;;;;
15/01/2020;1200;905,6;;;;
15/01/2020;1300;1520,9;;;;
15/01/2020;1400;3024,7;;;;
15/01/2020;1500;3039,2;;;;
15/01/2020;1600;925,1;;;;
15/01/2020;1700;3640;;;;
15/01/2020;1800;1143,2;;;;
15/01/2020;1900;365,2;;;;
15/01/2020;2000;856,2;;;;
15/01/2020;2100;284,6;;;;
15/01/2020;2200;null;;;;
15/01/2020;2300;null;;;;
16/01/2020;0;null;;;;
16/01/2020;100;-3,5;;;;
16/01/2020;200;-3,5;;;;
16/01/2020;300;-3,5;;;;
16/01/2020;400;-3,5;;;;
16/01/2020;500;-3,5;;;;
16/01/2020;600;-3,4;;;;
16/01/2020;700;-3,5;;;;
16/01/2020;800;-3,5;;;;
16/01/2020;900;-3,1;;;;
16/01/2020;1000;69,9;;;;
16/01/2020;1100;183,1;;;;
16/01/2020;1200;1651,5;;;;
16/01/2020;1300;2535,3;;;;
16/01/2020;1400;2812,8;;;;
16/01/2020;1500;3184;;;;
16/01/2020;1600;2981,9;;;;
16/01/2020;1700;1987,3;;;;
16/01/2020;1800;2572,4;;;;
16/01/2020;1900;1962,4;;;;
16/01/2020;2000;1266,2;;;;
16/01/2020;2100;721,6;;;;
16/01/2020;2200;80,6;;;;
16/01/2020;2300;null;;;;
17/01/2020;0;-3,5;;;;
17/01/2020;100;-3,5;;;;
17/01/2020;200;-3,2;;;;
17/01/2020;300;-3,5;;;;
17/01/2020;400;-3,4;;;;
17/01/2020;500;-2,8;;;;
17/01/2020;600;-3,2;;;;
17/01/2020;700;-3,5;;;;
17/01/2020;800;-3,3;;;;
17/01/2020;900;-3;;;;
17/01/2020;1000;130,3;;;;
17/01/2020;1100;439,3;;;;
17/01/2020;1200;1612,2;;;;
17/01/2020;1300;2374,8;;;;
17/01/2020;1400;3066,1;;;;
17/01/2020;1500;2208,5;;;;
17/01/2020;1600;1043,2;;;;
17/01/2020;1700;3326,8;;;;
17/01/2020;1800;2399;;;;
17/01/2020;1900;524,6;;;;
17/01/2020;2000;475,5;;;;
17/01/2020;2100;227;;;;
17/01/2020;2200;null;;;;
17/01/2020;2300;null;;;;
18/01/2020;0;-2,9;;;;
18/01/2020;100;-3,5;;;;
18/01/2020;200;-3,5;;;;
18/01/2020;300;-3,5;;;;
18/01/2020;400;-3,5;;;;
18/01/2020;500;-3,5;;;;
18/01/2020;600;-3,5;;;;
18/01/2020;700;-3,5;;;;
18/01/2020;800;-3,5;;;;
18/01/2020;900;-3,4;;;;
18/01/2020;1000;74,8;;;;
18/01/2020;1100;214,8;;;;
18/01/2020;1200;1610,4;;;;
18/01/2020;1300;2475,1;;;;
18/01/2020;1400;3070,5;;;;
18/01/2020;1500;3464,9;;;;
18/01/2020;1600;3475,7;;;;
18/01/2020;1700;3395;;;;
18/01/2020;1800;1414,1;;;;
18/01/2020;1900;638,7;;;;
18/01/2020;2000;1230,4;;;;
18/01/2020;2100;447,7;;;;
18/01/2020;2200;null;;;;
18/01/2020;2300;null;;;;
19/01/2020;0;-3,5;;;;
19/01/2020;100;-1,9;;;;
19/01/2020;200;-3,3;;;;
19/01/2020;300;-3,4;;;;
19/01/2020;400;-3,2;;;;
19/01/2020;500;-2,7;;;;
19/01/2020;600;-3,2;;;;
19/01/2020;700;-3,5;;;;
19/01/2020;800;-3,2;;;;
19/01/2020;900;-2,7;;;;
19/01/2020;1000;85,5;;;;
19/01/2020;1100;405,6;;;;
19/01/2020;1200;786,3;;;;
19/01/2020;1300;1385,3;;;;
19/01/2020;1400;1701,3;;;;
19/01/2020;1500;2265,4;;;;
19/01/2020;1600;3306;;;;
19/01/2020;1700;3100,7;;;;
19/01/2020;1800;2754,3;;;;
19/01/2020;1900;2256;;;;
19/01/2020;2000;1194,1;;;;
19/01/2020;2100;343,9;;;;
19/01/2020;2200;null;;;;
19/01/2020;2300;null;;;;
20/01/2020;0;null;;;;
20/01/2020;100;-3,4;;;;
20/01/2020;200;-3,5;;;;
20/01/2020;300;-3,4;;;;
20/01/2020;400;-3,5;;;;
20/01/2020;500;-3,5;;;;
20/01/2020;600;-3,5;;;;
20/01/2020;700;-3,5;;;;
20/01/2020;800;-3,5;;;;
20/01/2020;900;-3,4;;;;
20/01/2020;1000;93,9;;;;
20/01/2020;1100;353,6;;;;
20/01/2020;1200;765,2;;;;
20/01/2020;1300;1922,1;;;;
20/01/2020;1400;2561,9;;;;
20/01/2020;1500;3054,2;;;;
20/01/2020;1600;2837,7;;;;
20/01/2020;1700;2549,8;;;;
20/01/2020;1800;861,8;;;;
20/01/2020;1900;1801,9;;;;
20/01/2020;2000;1906,4;;;;
20/01/2020;2100;398;;;;
20/01/2020;2200;59,5;;;;
20/01/2020;2300;null;;;;
21/01/2020;0;-3,5;;;;
21/01/2020;100;-3,5;;;;
21/01/2020;200;-3,5;;;;
21/01/2020;300;-3,5;;;;
21/01/2020;400;-3,5;;;;
21/01/2020;500;-3,5;;;;
21/01/2020;600;-3,5;;;;
21/01/2020;700;-3,5;;;;
21/01/2020;800;-3,5;;;;
21/01/2020;900;-3,4;;;;
21/01/2020;1000;57,7;;;;
21/01/2020;1100;178;;;;
21/01/2020;1200;1599,6;;;;
21/01/2020;1300;1815;;;;
21/01/2020;1400;3048;;;;
21/01/2020;1500;3198;;;;
21/01/2020;1600;3509;;;;
21/01/2020;1700;3492;;;;
21/01/2020;1800;2865,4;;;;
21/01/2020;1900;2610,8;;;;
21/01/2020;2000;679,8;;;;
21/01/2020;2100;224,4;;;;
21/01/2020;2200;null;;;;
21/01/2020;2300;null;;;;
22/01/2020;0;-3,5;;;;
22/01/2020;100;-3,2;;;;
22/01/2020;200;-3,4;;;;
22/01/2020;300;-3,5;;;;
22/01/2020;400;-3,5;;;;
22/01/2020;500;-3,5;;;;
22/01/2020;600;-3,2;;;;
22/01/2020;700;-3,4;;;;
22/01/2020;800;-3,5;;;;
22/01/2020;900;-3,5;;;;
22/01/2020;1000;81,7;;;;
22/01/2020;1100;323,9;;;;
22/01/2020;1200;762,6;;;;
22/01/2020;1300;967,8;;;;
22/01/2020;1400;1130,1;;;;
22/01/2020;1500;1104,6;;;;
22/01/2020;1600;677,7;;;;
22/01/2020;1700;880,9;;;;
22/01/2020;1800;1344,8;;;;
22/01/2020;1900;407,4;;;;
22/01/2020;2000;341,2;;;;
22/01/2020;2100;59,2;;;;
22/01/2020;2200;null;;;;
22/01/2020;2300;null;;;;
23/01/2020;0;-1,3;;;;
23/01/2020;100;-1,9;;;;
23/01/2020;200;-1,3;;;;
23/01/2020;300;-1,7;;;;
23/01/2020;400;-1,6;;;;
23/01/2020;500;-1,4;;;;
23/01/2020;600;-2;;;;
23/01/2020;700;-1,9;;;;
23/01/2020;800;-1,7;;;;
23/01/2020;900;-2;;;;
23/01/2020;1000;16,6;;;;
23/01/2020;1100;170,6;;;;
23/01/2020;1200;203,8;;;;
23/01/2020;1300;570,1;;;;
23/01/2020;1400;941,7;;;;
23/01/2020;1500;1496,3;;;;
23/01/2020;1600;2635,7;;;;
23/01/2020;1700;3191,7;;;;
23/01/2020;1800;2232,8;;;;
23/01/2020;1900;816,6;;;;
23/01/2020;2000;553,3;;;;
23/01/2020;2100;241,1;;;;
23/01/2020;2200;null;;;;
23/01/2020;2300;null;;;;
24/01/2020;0;null;;;;
24/01/2020;100;-3;;;;
24/01/2020;200;-2,3;;;;
24/01/2020;300;-2,1;;;;
24/01/2020;400;-2,6;;;;
24/01/2020;500;-2;;;;
24/01/2020;600;-1,9;;;;
24/01/2020;700;-2,2;;;;
24/01/2020;800;-2;;;;
24/01/2020;900;-2,6;;;;
24/01/2020;1000;14,2;;;;
24/01/2020;1100;104,7;;;;
24/01/2020;1200;576,3;;;;
24/01/2020;1300;845;;;;
24/01/2020;1400;966,5;;;;
24/01/2020;1500;1463;;;;
24/01/2020;1600;821;;;;
24/01/2020;1700;925,9;;;;
24/01/2020;1800;801,3;;;;
24/01/2020;1900;644,9;;;;
24/01/2020;2000;482;;;;
24/01/2020;2100;73,7;;;;
24/01/2020;2200;4,3;;;;
24/01/2020;2300;null;;;;
25/01/2020;0;null;;;;
25/01/2020;100;-2,7;;;;
25/01/2020;200;-2,3;;;;
25/01/2020;300;-2,3;;;;
25/01/2020;400;-1,6;;;;
25/01/2020;500;-2,5;;;;
25/01/2020;600;-2,9;;;;
25/01/2020;700;-2,9;;;;
25/01/2020;800;-3;;;;
25/01/2020;900;-2,4;;;;
25/01/2020;1000;80,8;;;;
25/01/2020;1100;433,3;;;;
25/01/2020;1200;1065,7;;;;
25/01/2020;1300;1558,5;;;;
25/01/2020;1400;1697,1;;;;
25/01/2020;1500;2086,9;;;;
25/01/2020;1600;2110,9;;;;
25/01/2020;1700;2612,1;;;;
25/01/2020;1800;2261,8;;;;
25/01/2020;1900;609,1;;;;
25/01/2020;2000;895,4;;;;
25/01/2020;2100;218,7;;;;
25/01/2020;2200;13,8;;;;
25/01/2020;2300;null;;;;
26/01/2020;0;-3,4;;;;
26/01/2020;100;-3,4;;;;
26/01/2020;200;-3,1;;;;
26/01/2020;300;-3,5;;;;
26/01/2020;400;-3,5;;;;
26/01/2020;500;-3,5;;;;
26/01/2020;600;-3,5;;;;
26/01/2020;700;-2,8;;;;
26/01/2020;800;-2,8;;;;
26/01/2020;900;-2,3;;;;
26/01/2020;1000;46,8;;;;
26/01/2020;1100;467,2;;;;
26/01/2020;1200;960,1;;;;
26/01/2020;1300;1219,7;;;;
26/01/2020;1400;2958;;;;
26/01/2020;1500;2695,8;;;;
26/01/2020;1600;3203,3;;;;
26/01/2020;1700;3604,5;;;;
26/01/2020;1800;3166,1;;;;
26/01/2020;1900;2489,2;;;;
26/01/2020;2000;1605,8;;;;
26/01/2020;2100;926,6;;;;
26/01/2020;2200;null;;;;
26/01/2020;2300;null;;;;
27/01/2020;0;-2,2;;;;
27/01/2020;100;-3,4;;;;
27/01/2020;200;-3,5;;;;
27/01/2020;300;-0,9;;;;
27/01/2020;400;-1,8;;;;
27/01/2020;500;-2,3;;;;
27/01/2020;600;-1,9;;;;
27/01/2020;700;-2,3;;;;
27/01/2020;800;-2,3;;;;
27/01/2020;900;-2,6;;;;
27/01/2020;1000;59,7;;;;
27/01/2020;1100;228,4;;;;
27/01/2020;1200;295,5;;;;
27/01/2020;1300;906,3;;;;
27/01/2020;1400;994,8;;;;
27/01/2020;1500;1536,6;;;;
27/01/2020;1600;2179,5;;;;
27/01/2020;1700;1568,1;;;;
27/01/2020;1800;1259;;;;
27/01/2020;1900;214,7;;;;
27/01/2020;2000;192,8;;;;
27/01/2020;2100;111,9;;;;
27/01/2020;2200;null;;;;
27/01/2020;2300;null;;;;
28/01/2020;0;-2,7;;;;
28/01/2020;100;-1,7;;;;
28/01/2020;200;-1,8;;;;
28/01/2020;300;-3;;;;
28/01/2020;400;-2,8;;;;
28/01/2020;500;-3,3;;;;
28/01/2020;600;-2,8;;;;
28/01/2020;700;-3;;;;
28/01/2020;800;-2,2;;;;
28/01/2020;900;-2,1;;;;
28/01/2020;1000;31,7;;;;
28/01/2020;1100;65,6;;;;
28/01/2020;1200;549,3;;;;
28/01/2020;1300;1244,8;;;;
28/01/2020;1400;2039;;;;
28/01/2020;1500;1969,1;;;;
28/01/2020;1600;2129,9;;;;
28/01/2020;1700;2278,3;;;;
28/01/2020;1800;1369;;;;
28/01/2020;1900;1566,6;;;;
28/01/2020;2000;1275,4;;;;
28/01/2020;2100;411,7;;;;
28/01/2020;2200;null;;;;
28/01/2020;2300;null;;;;
29/01/2020;0;-3,5;;;;
29/01/2020;100;-3,5;;;;
29/01/2020;200;-3,5;;;;
29/01/2020;300;-3,5;;;;
29/01/2020;400;-2,8;;;;
29/01/2020;500;-3;;;;
29/01/2020;600;-3,1;;;;
29/01/2020;700;-3,3;;;;
29/01/2020;800;-3,1;;;;
29/01/2020;900;-2,9;;;;
29/01/2020;1000;50,9;;;;
29/01/2020;1100;428,1;;;;
29/01/2020;1200;1128,1;;;;
29/01/2020;1300;1978,3;;;;
29/01/2020;1400;2161,4;;;;
29/01/2020;1500;1340,8;;;;
29/01/2020;1600;3259,4;;;;
29/01/2020;1700;1963,2;;;;
29/01/2020;1800;1519,9;;;;
29/01/2020;1900;1416,7;;;;
29/01/2020;2000;416,4;;;;
29/01/2020;2100;367,1;;;;
29/01/2020;2200;null;;;;
29/01/2020;2300;null;;;;
30/01/2020;0;-3,2;;;;
30/01/2020;100;-3,5;;;;
30/01/2020;200;-3,5;;;;
30/01/2020;300;-3;;;;
30/01/2020;400;-3,3;;;;
30/01/2020;500;-3,1;;;;
30/01/2020;600;-3,5;;;;
30/01/2020;700;-3,5;;;;
30/01/2020;800;-3,2;;;;
30/01/2020;900;-3,4;;;;
30/01/2020;1000;67,6;;;;
30/01/2020;1100;174,3;;;;
30/01/2020;1200;1537,4;;;;
30/01/2020;1300;2475,7;;;;
30/01/2020;1400;3061,6;;;;
30/01/2020;1500;2897,4;;;;
30/01/2020;1600;2287,9;;;;
30/01/2020;1700;2853,5;;;;
30/01/2020;1800;2989,7;;;;
30/01/2020;1900;2411,4;;;;
30/01/2020;2000;1279,2;;;;
30/01/2020;2100;256,6;;;;
30/01/2020;2200;null;;;;
30/01/2020;2300;null;;;;
31/01/2020;0;-3,5;;;;
31/01/2020;100;-3,5;;;;
31/01/2020;200;-3,5;;;;
31/01/2020;300;-3,5;;;;
31/01/2020;400;-3,5;;;;
31/01/2020;500;-3,4;;;;
31/01/2020;600;-2;;;;
31/01/2020;700;0;;;;
31/01/2020;800;-2,2;;;;
31/01/2020;900;-3,5;;;;
31/01/2020;1000;52,3;;;;
31/01/2020;1100;180,7;;;;
31/01/2020;1200;1537,2;;;;
31/01/2020;1300;2514,7;;;;
31/01/2020;1400;3127,7;;;;
31/01/2020;1500;3110,8;;;;
31/01/2020;1600;3587,2;;;;
31/01/2020;1700;3579,6;;;;
31/01/2020;1800;2716,9;;;;
31/01/2020;1900;2192,2;;;;
31/01/2020;2000;1054,9;;;;
31/01/2020;2100;252,3;;;;
31/01/2020;2200;null;;;;
31/01/2020;2300;null;;;;
01/02/2020;0;-3,5;;;;
01/02/2020;100;-3,5;;;;
01/02/2020;200;-3,5;;;;
01/02/2020;300;-3,5;;;;
01/02/2020;400;-3,4;;;;
01/02/2020;500;-3,5;;;;
01/02/2020;600;-3,5;;;;
01/02/2020;700;-3,5;;;;
01/02/2020;800;-3,5;;;;
01/02/2020;900;-3,5;;;;
01/02/2020;1000;44,7;;;;
01/02/2020;1100;134;;;;
01/02/2020;1200;279,6;;;;
01/02/2020;1300;1436,9;;;;
01/02/2020;1400;1478,9;;;;
01/02/2020;1500;1392,4;;;;
01/02/2020;1600;3596,5;;;;
01/02/2020;1700;2273,3;;;;
01/02/2020;1800;3110,8;;;;
01/02/2020;1900;2534,9;;;;
01/02/2020;2000;421,6;;;;
01/02/2020;2100;195,8;;;;
01/02/2020;2200;null;;;;
01/02/2020;2300;null;;;;
